id,speaker,disambiguation_time,pywsd_output,tokens_text,tokens_emotions,scene,primary_emotion,secondary_emotion,text_disambiguate,speech
51,EMPEROR,0.002,"[('Who', 'who', None), (""'s"", ""'s"", None), ('that', 'that', None), ('?', '?', None)]","['Who', ""'s"", 'that', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,Who 's that ?,Who 's that ?
54,EMPEROR,0.002,"[('It', 'it', None), ('was', 'be', None), ('all', 'all', None), ('done', 'do', None), ('for', 'for', None), ('you', 'you', None), ('.', '.', None)]","['It', 'was', 'all', 'done', 'for', 'you', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,It was all done for you .,It was all done for you .
56,EMPEROR,0.038,"[('You', 'you', None), ('would', 'would', None), ('not', 'not', None), ('have', 'have', None), ('me', 'me', None), ('sign', 'sign', Synset('sign.v.07')), ('?', '?', None)]","['You', 'would', 'not', 'have', 'me', 'sign', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,You would not have me sign ?,You would not have me sign ?
58,EMPEROR,1.378,"[('I', 'i', None), ('sign', 'sign', Synset('sign.v.04')), (',', ',', None), ('so', 'so', None), ('that', 'that', None), ('Germany', 'germany', None), ('may', 'may', None), ('be', 'be', None), ('greater', 'great', None), ('still', 'still', None), (',', ',', None), ('to', 'to', None), ('spread', 'spread', Synset('spread.v.10')), ('your', 'your', None), ('banner', 'banner', None), ('farther', 'far', None), (';', ';', None), ('thus', 'thus', None), ('I', 'i', None), ('make', 'make', Synset('reach.v.01')), ('the', 'the', None), ('whole', 'whole', None), ('world', 'world', None), ('cultured', 'culture', Synset('culture.v.01')), ('.', '.', None)]","['I', 'sign', ',', 'so', 'that', 'Germany', 'may', 'be', 'greater', 'still', ',', 'to', 'spread', 'your', 'banner', 'farther', ';', 'thus', 'I', 'reach', 'the', 'whole', 'world', 'culture', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,"I sign , so that Germany may be greater still , to spread your banner farther ; thus I reach the whole world culture .","I sign , so that Germany may be greater still , to spread your banner farther ; thus I make the whole world cultured ."
60,EMPEROR,0.285,"[('If', 'if', None), ('that', 'that', None), ('were', 'be', None), ('true', 'true', None), (',', ',', None), ('Germany', 'germany', None), ('would', 'would', None), ('care', 'care', Synset('wish.v.02')), ('less', 'less', None), ('for', 'for', None), ('you', 'you', None), ('.', '.', None)]","['If', 'that', 'were', 'true', ',', 'Germany', 'would', 'wish', 'less', 'for', 'you', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,"If that were true , Germany would wish less for you .","If that were true , Germany would care less for you ."
62,EMPEROR,0.015,"[('The', 'the', None), ('jealousies', 'jealousy', Synset('jealousy.n.02')), ('of', 'of', None), ('nations', 'nation', Synset('nation.n.02')), ('——', '——', None)]","['The', 'jealousy', 'of', 'nation', '——']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,serenity,acceptance,The jealousy of nation ——,The jealousies of nations ——
64,EMPEROR,0.45,"[('Germany', 'germany', None), ('must', 'must', None), ('expand', 'expand', Synset('extend.v.09')), ('.', '.', None), ('That', 'that', None), ('is', 'be', None), ('her', 'her', None), ('divine', 'divine', None), ('mission', 'mission', None), (';', ';', None), ('I', 'i', None), ('have', 'have', None), ('it', 'it', None), ('from', 'from', None), ('on', 'on', None), ('high', 'high', None), ('.', '.', None)]","['Germany', 'must', 'extend', '.', 'That', 'is', 'her', 'divine', 'mission', ';', 'I', 'have', 'it', 'from', 'on', 'high', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'responsiveness', 'secondary_emotion': None}, {'primary_emotion': 'bliss', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,Germany must extend . That is her divine mission ; I have it from on high .,Germany must expand . That is her divine mission ; I have it from on high .
66,EMPEROR,0.737,"[('All', 'all', None), ('Germany', 'germany', None), ('is', 'be', None), ('with', 'with', None), ('me', 'me', None), ('.', '.', None), ('I', 'i', None), ('hold', 'hold', Synset('have.v.01')), ('in', 'in', None), ('leash', 'leash', None), ('the', 'the', None), ('mightiest', 'mighty', None), ('machine', 'machine', None), ('for', 'for', None), ('war', 'war', None), ('the', 'the', None), ('world', 'world', None), ('has', 'have', None), ('forged', 'forge', Synset('forge.v.05')), ('.', '.', None)]","['All', 'Germany', 'is', 'with', 'me', '.', 'I', 'have', 'in', 'leash', 'the', 'mightiest', 'machine', 'for', 'war', 'the', 'world', 'has', 'forge', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,loathing,All Germany is with me . I have in leash the mightiest machine for war the world has forge .,All Germany is with me . I hold in leash the mightiest machine for war the world has forged .
69,EMPEROR,0.013,"[('France', 'france', None), ('invades', 'invade', Synset('intrude_on.v.01')), ('little', 'little', None), ('Belgium', 'belgium', None), ('.', '.', None)]","['France', 'intrude_on', 'little', 'Belgium', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'grief', 'secondary_emotion': 'loathing'}, {'primary_emotion': 'delight', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,loathing,France intrude_on little Belgium .,France invades little Belgium .
72,EMPEROR,0.001,"[('Thus', 'thus', None)]",['Thus'],"[{'primary_emotion': None, 'secondary_emotion': None}]",1,,,Thus,Thus
74,EMPEROR,0.958,"[('Say', 'say', Synset('say.v.09')), ('this', 'this', None), ('to', 'to', None), ('Russia', 'russia', None), (',', ',', None), ('France', 'france', None), (',', ',', None), ('and', 'and', None), ('Britain', 'britain', None), ('in', 'in', None), ('my', 'my', None), ('Imperial', 'imperial', None), ('name', 'name', None), (':', ':', None), ('So', 'so', None), ('long', 'long', None), ('as', 'a', None), ('they', 'they', None), ('keep', 'keep', Synset('prevent.v.02')), ('within', 'within', None), ('their', 'their', None), ('borders', 'border', None), ('I', 'i', None), ('remain', 'remain', Synset('persist.v.03')), ('in', 'in', None), ('mine', 'mine', None), ('.', '.', None)]","['say', 'this', 'to', 'Russia', ',', 'France', ',', 'and', 'Britain', 'in', 'my', 'Imperial', 'name', ':', 'So', 'long', 'as', 'they', 'prevent', 'within', 'their', 'borders', 'I', 'persist', 'in', 'mine', '.']","[{'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,,"say this to Russia , France , and Britain in my Imperial name : So long as they prevent within their borders I persist in mine .","Say this to Russia , France , and Britain in my Imperial name : So long as they keep within their borders I remain in mine ."
76,EMPEROR,0.121,"[('You', 'you', None), ('know', 'know', Synset('know.v.07')), (',', ',', None), ('as', 'a', None), ('I', 'i', None), ('do', 'do', None), (',', ',', None), ('that', 'that', None), ('it', 'it', None), ('is', 'be', None), ('all', 'all', None), ('they', 'they', None), ('ask', 'ask', Synset('necessitate.v.01')), ('for', 'for', None), ('.', '.', None)]","['You', 'know', ',', 'as', 'I', 'do', ',', 'that', 'it', 'is', 'all', 'they', 'necessitate', 'for', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,enthusiasm,delight,"You know , as I do , that it is all they necessitate for .","You know , as I do , that it is all they ask for ."
78,EMPEROR,0.694,"[('I', 'i', None), (""'ll"", ""'ll"", None), ('prove', 'prove', Synset('prove.v.02')), ('it', 'it', None), ('.', '.', None), ('Tell', 'tell', Synset('state.v.01')), ('her', 'her', None), ('from', 'from', None), ('me', 'me', None), ('that', 'that', None), ('Servia', 'servia', None), ('has', 'have', None), ('yielded', 'yield', Synset('yield.v.12')), ('on', 'on', None), ('every', 'every', None), ('point', 'point', None), ('which', 'which', None), ('doth', 'doth', None), ('become', 'become', Synset('become.v.03')), ('a', 'a', None), ('nation', 'nation', None), ('and', 'and', None), ('that', 'that', None), ('Austria', 'austria', None), ('may', 'may', None), ('accept', 'accept', Synset('take.v.20')), ('her', 'her', None), ('terms', 'term', None), ('.', '.', None)]","['I', ""'ll"", 'prove', 'it', '.', 'state', 'her', 'from', 'me', 'that', 'Servia', 'has', 'yield', 'on', 'every', 'point', 'which', 'doth', 'become', 'a', 'nation', 'and', 'that', 'Austria', 'may', 'take', 'her', 'terms', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'pleasantness', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'joy', 'secondary_emotion': 'pleasantness'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'acceptance', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,I 'll prove it . state her from me that Servia has yield on every point which doth become a nation and that Austria may take her terms .,I 'll prove it . Tell her from me that Servia has yielded on every point which doth become a nation and that Austria may accept her terms .
80,EMPEROR,0.003,"[('And', 'and', None), ('so', 'so', None), (',', ',', None), ('there', 'there', None), ('will', 'will', None), ('be', 'be', None), ('no', 'no', None), ('war', 'war', None), ('.', '.', None)]","['And', 'so', ',', 'there', 'will', 'be', 'no', 'war', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,enthusiasm,,"And so , there will be no war .","And so , there will be no war ."
82,EMPEROR,0.004,"[('These', 'these', None), ('are', 'be', None), ('my', 'my', None), ('commands', 'command', None), ('.', '.', None)]","['These', 'are', 'my', 'commands', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,These are my commands .,These are my commands .
83,EMPEROR,0.312,"[('The', 'the', None), ('decision', 'decision', None), ('lay', 'lay', None), ('with', 'with', None), ('me', 'me', None), (',', ',', None), ('and', 'and', None), ('I', 'i', None), ('said', 'say', Synset('say.v.09')), ('there', 'there', None), ('shall', 'shall', None), ('be', 'be', None), ('peace', 'peace', None), ('.', '.', None), ('That', 'that', None), ('be', 'be', None), ('my', 'my', None), ('zenith', 'zenith', None), ('!', '!', None)]","['The', 'decision', 'lay', 'with', 'me', ',', 'and', 'I', 'say', 'there', 'shall', 'be', 'peace', '.', 'That', 'be', 'my', 'zenith', '!']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'contentment', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'joy', 'secondary_emotion': 'calmness'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,acceptance,"The decision lay with me , and I say there shall be peace . That be my zenith !","The decision lay with me , and I said there shall be peace . That be my zenith !"
85,EMPEROR,0.106,"[('You', 'you', None), ('!', '!', None), ('You', 'you', None), ('have', 'have', None), ('come', 'come', Synset('issue_forth.v.01')), ('here', 'here', None), ('to', 'to', None), ('mock', 'mock', Synset('mock.v.01')), ('me', 'me', None), ('!', '!', None)]","['You', '!', 'You', 'have', 'issue_forth', 'here', 'to', 'mock', 'me', '!']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'sadness', 'secondary_emotion': 'anxiety'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,You ! You have issue_forth here to mock me !,You ! You have come here to mock me !
87,EMPEROR,1.322,"[('I', 'i', None), ('dreamed', 'dream', Synset('dream.v.02')), ('there', 'there', None), ('was', 'be', None), ('no', 'no', None), ('war', 'war', None), ('.', '.', None), ('In', 'in', None), ('my', 'my', None), ('dream', 'dream', None), ('they', 'they', None), ('came', 'come', Synset('issue_forth.v.01')), ('to', 'to', None), ('me', 'me', None), ('and', 'and', None), ('I', 'i', None), ('forbade', 'forbid', Synset('prevent.v.01')), ('the', 'the', None), ('war', 'war', None), ('.', '.', None), ('I', 'i', None), ('saw', 'saw', Synset('understand.v.02')), ('the', 'the', None), ('Fatherland', 'fatherland', None), ('smiling', 'smiling', None), ('and', 'and', None), ('prosperous', 'prosperous', None), (',', ',', None), ('as', 'a', None), ('it', 'it', None), ('was', 'be', None), ('before', 'before', None), ('the', 'the', None), ('war', 'war', None), ('.', '.', None)]","['I', 'dream', 'there', 'was', 'no', 'war', '.', 'In', 'my', 'dream', 'they', 'issue_forth', 'to', 'me', 'and', 'I', 'prevent', 'the', 'war', '.', 'I', 'understand', 'the', 'Fatherland', 'smiling', 'and', 'prosperous', ',', 'as', 'it', 'was', 'before', 'the', 'war', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'enthusiasm'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'bliss'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,,"I dream there was no war . In my dream they issue_forth to me and I prevent the war . I understand the Fatherland smiling and prosperous , as it was before the war .","I dreamed there was no war . In my dream they came to me and I forbade the war . I saw the Fatherland smiling and prosperous , as it was before the war ."
90,EMPEROR,0.17,"[('I', 'i', None), ('dreamed', 'dream', Synset('dream.v.02')), ('I', 'i', None), ('had', 'have', None), ('kept', 'keep', Synset('prevent.v.02')), ('my', 'my', None), ('plighted', 'plighted', None), ('word', 'word', None), ('to', 'to', None), ('Belgium', 'belgium', None), ('.', '.', None)]","['I', 'dream', 'I', 'had', 'prevent', 'my', 'plighted', 'word', 'to', 'Belgium', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'serenity', 'secondary_emotion': 'acceptance'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,acceptance,I dream I had prevent my plighted word to Belgium .,I dreamed I had kept my plighted word to Belgium .
92,EMPEROR,0.427,"[('In', 'in', None), ('my', 'my', None), ('dream', 'dream', None), ('I', 'i', None), ('thought', 'think', Synset('think.v.12')), ('England', 'england', None), ('was', 'be', None), ('grown', 'grow', Synset('turn.v.07')), ('degenerate', 'degenerate', None), ('and', 'and', None), ('would', 'would', None), ('not', 'not', None), ('fight', 'fight', Synset('contend.v.06')), ('.', '.', None)]","['In', 'my', 'dream', 'I', 'think', 'England', 'was', 'turn', 'degenerate', 'and', 'would', 'not', 'contend', '.']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'ecstasy', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'annoyance', 'secondary_emotion': 'flip'}, {'primary_emotion': 'ecstasy', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'enthusiasm', 'secondary_emotion': 'delight'}, {'primary_emotion': None, 'secondary_emotion': None}]",1,ecstasy,delight,In my dream I think England was turn degenerate and would not contend .,In my dream I thought England was grown degenerate and would not fight .
94,EMPEROR,0.017,"[('France', 'france', Synset('france.n.01')), (',', ',', None), ('Russia', 'russia', Synset('soviet_union.n.01')), ('?', '?', None)]","['France', ',', 'Soviet_Union', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,"France , Soviet_Union ?","France , Russia ?"
96,EMPEROR,0.004,"[('My', 'my', None), ('people', 'people', None), ('?', '?', None)]","['My', 'people', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,My people ?,My people ?
98,EMPEROR,0.015,"[('Do', 'do', None), ('they', 'they', None), ('curse', 'curse', Synset('curse.v.01')), ('me', 'me', None), ('?', '?', None)]","['Do', 'they', 'curse', 'me', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'rage', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,rage,,Do they curse me ?,Do they curse me ?
100,EMPEROR,0.013,"[('The', 'the', None), ('women', 'woman', None), ('curse', 'curse', Synset('curse.v.01')), ('me', 'me', None), ('?', '?', None)]","['The', 'women', 'curse', 'me', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': 'rage', 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,rage,,The women curse me ?,The women curse me ?
103,EMPEROR,0.001,"[('And', 'and', None), ('you', 'you', None), ('?', '?', None)]","['And', 'you', '?']","[{'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}, {'primary_emotion': None, 'secondary_emotion': None}]",1,,,And you ?,And you ?
